"langname","area","active","alert","attentive","enthusiastic","excited","interested","proud","happy","joyful","delighted","cheerful","lively","energetic","strong","confident","bold","daring","fearless","afraid","scared","nervous","jittery","irritable","hostile","guilty","ashamed","upset","distressed","frightened","shaky","angry","disgusted","sad","lonely","dictsize"
"Russian","Eurasia",15,6,2,7,16,30,13,46,0,4,9,19,3,74,0,6,0,0,100,14,10,0,0,0,25,23,19,0,11,3,56,2,12,12,16175
"Russian","Eurasia",18,6,2,7,16,29,13,51,0,4,9,17,3,75,0,6,0,0,96,16,10,0,0,0,24,22,19,0,11,3,56,0,14,12,16806
"Spanish","Eurasia",2,7,3,6,18,11,7,25,0,0,5,8,3,41,0,4,0,0,24,4,6,0,6,2,14,14,18,0,3,0,26,0,12,7,11073
"Amharic","Africa",3,0,0,0,4,0,11,3,2,0,1,1,0,37,0,6,0,0,3,0,3,0,0,2,1,4,0,6,1,0,4,2,5,1,5063
"Norwegian","Eurasia",31,0,0,0,0,0,13,34,7,0,7,11,8,76,8,29,7,0,19,0,19,0,0,0,19,12,19,0,7,0,24,0,21,0,23570
"Efik","Africa",7,0,0,0,5,0,13,6,4,0,4,3,4,86,2,19,7,4,4,0,2,0,0,2,16,6,0,0,0,2,6,0,14,2,10193
"Efik","Africa",7,0,0,0,5,0,15,6,4,0,3,4,4,95,0,19,8,4,4,0,0,0,0,0,16,7,0,0,0,7,6,0,15,2,10549
"Efik","Africa",7,0,0,0,5,0,15,6,4,0,4,3,4,92,0,18,8,4,4,0,2,0,0,2,16,7,0,0,0,4,6,0,16,2,10622
"German","Eurasia",0,0,0,0,0,0,2,0,0,0,0,0,0,27,0,1,2,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,1,0,6247
"German","Eurasia",19,0,0,0,0,0,14,12,0,0,11,8,5,40,6,40,6,0,19,0,12,0,6,7,9,6,9,0,6,0,38,0,34,0,15172
"German","Eurasia",50,0,0,0,0,11,36,46,13,0,16,19,12,118,11,59,11,0,35,0,21,0,9,10,20,0,15,0,13,0,56,0,109,0,34205
"German","Eurasia",15,0,0,0,0,0,10,7,7,3,12,6,0,25,6,24,4,0,16,0,6,0,8,5,5,0,0,0,0,0,28,0,10,0,9954
"German","Eurasia",0,0,3,0,0,4,2,0,0,0,0,0,1,22,0,5,2,0,0,0,6,0,8,0,0,0,12,0,0,0,0,0,1,0,8337
"German","Eurasia",14,0,0,0,0,0,16,40,9,0,13,5,7,50,11,29,6,0,23,0,11,0,0,7,17,9,8,5,7,0,39,0,52,0,18234
"German","Eurasia",12,0,5,0,0,10,13,20,0,0,4,5,2,33,4,16,0,0,4,0,0,0,2,0,12,3,0,4,3,0,7,2,10,0,11279
"Italian","Eurasia",12,0,12,0,0,0,50,11,13,3,7,17,5,50,0,39,4,0,9,0,4,0,0,5,9,9,5,0,5,0,59,11,21,0,14081
"Italian","Eurasia",10,0,12,0,0,0,44,10,13,4,7,17,5,43,0,37,4,0,10,0,4,0,0,5,8,8,5,0,4,0,54,9,33,0,13437
"Italian","Eurasia",11,0,13,0,0,0,48,11,10,5,8,18,5,39,4,33,4,0,11,0,5,0,0,0,7,9,5,7,4,0,58,12,30,0,14404
"French","Eurasia",32,9,11,0,15,0,39,32,0,9,12,39,0,86,12,59,9,0,11,0,10,0,18,13,22,9,28,0,14,0,41,0,32,12,33899
"French","Eurasia",21,0,10,0,0,0,28,23,0,0,13,18,0,47,8,35,12,0,0,0,13,0,12,11,14,0,21,0,0,0,24,0,31,10,26521
"French","Eurasia",35,10,11,0,15,0,39,35,0,10,11,37,0,98,12,60,0,0,11,0,11,0,18,13,22,9,29,0,14,0,41,0,42,12,35062
"Scottish Gaelic","Eurasia",63,6,15,0,0,0,50,20,32,0,47,62,7,92,16,41,13,5,0,0,0,0,0,8,8,5,0,10,7,0,42,0,40,6,17526
"German","Eurasia",19,0,0,0,0,0,20,21,10,0,15,9,0,32,6,14,7,5,16,0,9,0,11,7,13,0,7,0,6,0,25,0,27,0,13630
"German","Eurasia",18,0,7,12,0,7,16,17,6,0,14,10,10,46,9,42,13,0,18,0,15,0,14,9,11,0,14,0,7,8,33,0,49,0,19216
"German","Eurasia",64,0,0,0,0,12,40,46,14,0,25,30,0,105,13,36,14,0,47,0,15,0,15,19,33,13,12,0,0,0,62,0,59,0,38426
"Portuguese","Eurasia",16,0,8,0,0,0,45,21,0,0,6,16,0,86,6,40,10,5,16,0,0,0,0,6,15,11,0,0,0,0,52,0,34,0,23874
"Spanish","Eurasia",10,0,5,0,0,0,19,8,4,3,6,26,0,66,0,28,5,0,0,0,0,0,0,7,0,6,0,0,4,0,18,0,15,0,14616
"Spanish","Eurasia",41,0,16,0,0,0,41,20,9,7,18,60,0,171,20,40,11,8,8,0,0,0,8,12,19,15,0,0,7,0,37,8,20,10,35835
"Telugu","Eurasia",12,0,6,0,8,0,76,33,4,11,6,0,4,84,0,20,6,3,14,0,0,0,4,6,5,5,9,20,12,0,32,13,19,13,17343
"Urdu","Eurasia",41,18,18,0,8,4,48,64,6,28,32,0,0,81,0,23,7,9,11,0,0,0,0,11,10,20,6,34,15,0,45,7,23,5,20758
"Urdu","Eurasia",52,19,31,0,0,9,48,55,8,27,32,6,0,86,0,28,6,20,15,0,0,0,0,0,6,30,0,57,16,0,44,15,52,8,22168
"French","Eurasia",12,0,0,0,0,5,11,5,3,0,0,11,0,12,9,12,3,0,4,0,3,0,7,8,6,0,0,0,0,0,5,0,5,6,8353
"Mandarin Chinese","Eurasia",3,0,2,0,0,0,6,8,2,3,3,2,0,22,0,0,0,0,8,0,0,0,0,4,4,7,6,2,2,0,3,0,5,5,5269
"Italian","Eurasia",44,20,0,0,37,25,43,100,0,15,27,46,0,150,0,37,21,0,92,15,33,0,17,12,49,20,74,0,30,22,89,0,66,16,44814
"Polish","Eurasia",18,0,6,0,0,0,26,41,5,8,6,25,0,62,6,28,0,0,20,0,0,0,0,0,27,18,12,7,21,0,41,10,43,0,23049
"Korean","Eurasia",8,0,0,0,8,0,13,71,0,0,5,7,0,37,0,14,0,0,31,0,4,0,0,0,20,5,5,0,5,0,29,0,19,5,16586
"Dutch","Eurasia",10,5,4,5,4,9,11,11,0,0,8,9,5,19,0,15,9,0,12,5,6,0,0,4,8,7,9,0,4,4,13,0,16,0,9470
"Dutch","Eurasia",10,5,4,5,4,9,11,12,0,0,9,9,5,19,0,15,9,0,12,4,6,0,0,0,9,7,11,0,4,4,15,0,16,0,9862
"Dutch","Eurasia",15,0,4,0,0,0,23,13,6,0,16,8,0,37,0,19,6,6,11,0,9,0,7,0,8,7,13,0,7,0,28,0,22,8,11802
"Lithuanian","Eurasia",2,0,0,0,0,2,2,5,0,0,1,0,0,13,1,1,0,0,1,3,4,0,0,0,2,0,0,0,0,0,5,0,13,0,5199
"Estonian","Eurasia",27,7,6,16,34,39,32,51,0,0,7,28,14,195,8,9,9,0,24,6,35,0,0,0,35,12,35,0,20,0,64,0,46,6,32162
"Estonian","Eurasia",20,14,0,11,16,7,11,9,0,0,8,11,18,21,0,8,11,0,0,0,14,0,8,8,0,0,13,0,9,7,18,0,15,0,14551
"German","Eurasia",54,13,0,0,0,2,2,5,0,0,0,0,2,13,0,11,0,0,8,0,0,0,0,2,6,0,0,4,2,0,7,0,77,0,10076
"Norwegian","Eurasia",12,11,0,7,8,15,8,51,5,0,14,8,5,51,6,20,5,0,31,0,26,0,6,7,21,8,24,0,10,5,51,0,14,5,24141
"Finnish","Eurasia",8,0,2,0,0,2,6,36,0,0,4,3,0,31,0,8,2,0,10,2,8,0,0,0,11,3,2,0,0,0,19,0,7,0,9149
"Finnish","Eurasia",17,0,0,0,0,11,9,44,0,0,5,5,0,61,0,9,0,0,14,7,19,0,0,0,20,5,12,0,0,0,26,0,9,5,18223
"Serbian-Croatian-Bosnian","Eurasia",7,4,4,11,6,5,7,11,6,5,0,7,7,25,0,7,0,0,8,0,11,0,0,5,9,8,19,0,6,8,25,4,37,6,8777
"Serbian-Croatian-Bosnian","Eurasia",6,6,4,7,3,3,6,11,0,4,6,5,3,35,0,4,5,3,21,0,7,0,0,0,8,8,6,3,5,0,27,4,77,4,7960
"German","Eurasia",12,0,0,0,0,0,0,6,1,0,1,0,1,3,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,33,0,2,7,13801
"Burmese","Eurasia",7,0,5,2,5,0,5,5,0,0,6,7,0,42,5,19,0,0,3,0,0,0,6,0,9,3,0,4,0,0,7,3,6,0,6623
"Burmese","Eurasia",7,0,5,0,5,0,5,5,2,0,6,7,0,47,5,13,0,2,3,0,0,0,6,2,10,3,0,4,0,0,12,3,6,0,7029
"Mandarin Chinese","Eurasia",6,0,7,1,2,0,2,11,3,2,6,1,3,11,8,10,8,3,12,0,1,0,0,0,0,13,0,0,5,0,14,2,2,0,6478
"Mandarin Chinese","Eurasia",17,0,9,0,6,0,4,30,6,7,19,13,4,39,4,39,13,9,15,0,0,0,0,8,17,19,0,5,7,0,19,0,0,0,15946
"Mandarin Chinese","Eurasia",64,0,18,0,42,0,34,42,12,0,22,47,0,217,0,74,0,0,14,0,25,0,0,19,56,0,0,0,0,0,50,0,23,0,47259
"Mandarin Chinese","Eurasia",96,0,24,0,40,0,33,49,0,0,33,62,0,255,22,75,0,0,15,0,29,0,0,24,58,0,0,0,14,0,52,0,42,0,55112
"Mandarin Chinese","Eurasia",95,0,20,0,45,0,34,42,0,0,39,61,0,209,20,90,17,0,15,0,23,0,0,25,57,14,0,0,0,0,48,0,31,0,54908
"Cheyenne","North America",18,9,0,0,8,4,9,27,7,6,2,0,2,59,5,15,3,0,28,16,0,0,0,5,0,8,3,0,15,12,23,0,30,5,14455
"Mandarin Chinese","Eurasia",14,0,0,0,0,0,4,4,0,0,0,0,0,35,0,5,0,0,4,0,5,0,0,4,3,0,0,0,0,0,3,0,4,4,11146
"Czech","Eurasia",13,0,4,6,4,0,39,11,0,0,6,10,0,29,0,14,5,4,14,5,3,0,5,0,13,8,17,0,6,11,35,4,20,6,10392
"Czech","Eurasia",15,0,7,8,0,0,26,15,0,0,3,4,3,23,0,17,7,0,11,0,7,0,3,0,11,5,7,0,9,0,20,6,11,8,8869
"Polish","Eurasia",37,16,0,29,24,25,22,68,0,7,27,36,10,202,11,18,9,0,31,7,30,0,7,14,36,11,53,0,16,7,113,0,38,10,32441
"Hindi","Eurasia",38,15,10,12,34,0,15,23,0,0,15,34,10,90,9,26,15,12,0,0,21,0,22,11,22,0,13,0,9,0,33,0,26,0,28153
"Kannada","Eurasia",20,2,2,0,6,2,7,3,0,0,4,13,0,65,3,10,5,3,4,0,6,0,5,3,9,5,5,0,0,0,22,0,24,4,8282
"Georgian","Eurasia",5,3,2,0,0,0,5,9,0,2,3,4,0,15,0,4,2,0,3,0,3,0,0,0,6,0,3,0,2,2,10,0,7,0,5168
"German","Eurasia",12,2,4,0,0,0,7,7,5,0,4,4,0,15,4,10,0,3,6,0,5,0,9,6,3,0,3,3,2,0,13,0,7,0,5971
"German","Eurasia",69,28,0,25,31,15,26,76,0,13,24,32,15,163,13,43,18,0,50,0,36,0,18,16,33,16,52,0,22,24,62,0,60,0,45956
"German","Eurasia",9,2,0,0,0,0,4,17,0,0,0,3,0,14,2,12,0,0,4,0,7,0,0,0,11,0,3,0,0,0,4,0,39,0,8642
"Modern Greek","Eurasia",15,0,4,3,8,5,17,11,8,0,21,0,9,61,6,29,12,10,5,0,0,0,0,27,14,12,26,11,3,0,43,4,26,8,13277
"Hawaiian","Papunesia",5,0,0,0,3,0,8,10,0,2,2,2,3,19,0,4,0,0,5,0,3,0,0,0,7,2,2,0,0,0,10,0,5,0,5292
"Hungarian","Eurasia",10,0,7,8,4,8,23,16,0,0,6,8,0,19,0,17,4,5,12,0,6,0,5,8,9,9,12,0,0,7,30,12,15,0,12207
"Hungarian","Eurasia",7,0,6,7,4,8,15,11,0,0,8,7,0,13,0,10,4,4,9,0,5,0,4,6,6,8,11,0,3,7,23,10,12,0,9845
"Hungarian","Eurasia",2,2,0,0,2,2,6,6,0,2,0,1,0,18,0,9,3,0,3,0,1,0,0,0,10,0,2,0,2,0,3,0,21,2,5273
"Irish","Eurasia",18,0,3,4,3,14,9,30,0,0,0,7,0,58,0,26,0,0,19,5,7,0,0,0,24,9,11,0,7,6,18,0,20,3,14613
"Maori","Papunesia",6,0,0,0,8,10,12,21,3,0,0,9,0,52,5,5,3,3,8,0,6,0,0,5,13,4,10,0,8,0,23,0,7,5,9273
"Mbukushu","Africa",11,7,7,0,6,2,11,10,10,3,5,2,5,51,0,8,0,2,9,0,6,0,0,3,11,11,15,4,5,2,46,0,7,5,8689
"Norwegian","Eurasia",14,3,0,0,4,2,5,18,0,0,5,5,0,53,0,15,0,0,9,0,2,0,0,0,7,0,0,0,3,2,0,0,9,0,13904
"Norwegian","Eurasia",13,13,0,6,9,13,8,46,0,0,11,7,5,53,0,11,0,0,31,0,26,0,7,7,20,8,23,0,10,5,50,0,13,5,22935
"Polish","Eurasia",6,0,6,0,0,0,10,8,0,0,0,7,0,15,0,7,6,0,5,0,4,0,3,0,7,7,10,0,16,0,16,4,18,0,8854
"Polish","Eurasia",10,3,5,0,3,0,9,15,0,0,0,8,0,9,7,12,3,0,7,0,0,0,3,4,7,6,7,0,15,0,20,0,26,0,8144
"Polish","Eurasia",50,25,0,31,27,25,29,75,0,0,28,46,10,228,12,26,10,0,34,0,31,0,8,20,36,13,62,0,16,0,115,0,43,11,37905
"Portuguese","Eurasia",17,8,0,5,8,0,11,26,0,5,10,10,0,22,5,13,11,0,15,0,13,0,7,0,6,7,31,7,11,0,27,0,21,0,12610
"Romanian","Eurasia",9,2,0,0,0,3,0,9,0,0,2,0,5,17,6,40,0,0,3,0,0,0,0,0,5,0,3,0,2,0,14,0,7,3,14005
"Sanskrit","Eurasia",23,0,8,0,8,4,12,12,7,7,10,15,0,33,7,24,7,9,7,0,0,0,9,10,11,13,0,8,0,0,12,0,15,11,11422
"Swahili","Africa",14,2,0,0,6,2,3,3,2,0,2,0,4,11,3,5,0,2,0,0,0,0,0,2,2,0,2,0,2,0,6,0,2,0,5746
"Swahili","Africa",4,2,0,0,7,2,2,3,2,0,3,0,3,10,4,5,0,2,0,0,3,0,2,3,3,0,2,0,3,2,10,3,5,0,5387
"Swahili","Africa",13,16,0,11,11,15,9,57,0,6,17,11,0,71,6,15,8,0,30,10,27,0,6,6,23,10,42,0,12,6,43,0,12,6,30804
"Swedish","Eurasia",3,0,0,0,0,2,5,20,0,0,0,3,0,24,0,8,0,0,6,0,1,0,0,0,6,4,4,2,0,1,4,0,9,0,12346
"Tagalog","Papunesia",51,12,12,8,29,18,30,51,10,0,30,55,0,231,0,22,15,11,44,0,24,0,10,11,21,15,21,0,22,12,125,10,70,12,28452
"Tagalog","Papunesia",49,12,12,8,28,18,28,50,10,0,28,54,0,227,6,23,17,11,45,0,24,0,10,11,19,14,22,0,22,12,125,9,69,12,28251
"Tahitian","Papunesia",36,17,0,0,0,6,0,58,20,11,0,11,20,106,5,7,0,8,40,0,20,0,20,0,7,19,28,6,24,0,30,12,14,4,16145
"Telugu","Eurasia",13,0,0,0,3,5,0,4,0,0,0,0,3,36,0,0,0,0,0,0,12,0,0,0,5,0,3,0,0,0,3,0,0,0,7902
"Telugu","Eurasia",12,0,0,0,0,0,8,13,0,0,0,3,0,23,0,4,0,0,5,0,4,0,0,4,7,0,6,3,3,0,10,0,2,0,9592
"Tibetan","Eurasia",15,6,0,3,0,0,0,6,0,0,0,3,3,9,5,0,0,0,3,6,10,0,0,0,4,0,5,0,10,2,22,0,21,3,7133
"Xhosa","Africa",20,3,0,4,10,3,4,10,0,0,5,10,3,39,4,7,4,0,10,0,6,0,0,4,7,3,3,0,3,0,15,3,11,3,8094
"Western Yiddish","Eurasia",2,6,0,2,2,6,10,3,1,0,2,5,0,34,3,14,0,0,4,0,0,0,0,0,4,2,2,2,2,0,0,0,40,0,6944
"Zulu","Africa",18,9,0,7,23,0,19,27,6,4,4,11,33,90,0,17,4,7,4,0,31,0,12,0,23,7,16,0,0,7,17,8,6,4,15709
"Czech","Eurasia",35,0,0,10,22,15,80,56,9,0,13,21,0,102,0,23,0,0,20,15,0,0,0,0,36,13,44,0,29,17,50,0,57,0,33447
"Korean","Eurasia",7,2,0,0,5,3,2,32,0,2,4,1,2,12,0,3,0,0,21,0,4,0,0,1,9,0,0,0,2,0,5,0,3,4,8080
"Korean","Eurasia",102,32,0,0,51,45,52,169,0,26,28,49,0,385,23,44,29,0,86,0,83,0,0,0,69,52,70,0,41,24,110,24,116,61,89827
"Ewe","Africa",6,0,2,2,10,0,2,3,2,0,0,0,2,66,4,0,0,0,5,0,1,0,0,0,12,13,5,0,9,2,12,0,7,2,6703
"Mandarin Chinese","Eurasia",8,0,0,0,0,3,3,18,0,2,2,0,0,12,0,9,0,0,3,0,2,0,0,0,5,0,5,0,2,0,6,0,12,2,6368
"Western Farsi","Eurasia",5,0,4,4,0,3,16,24,6,0,11,3,0,20,0,7,4,3,7,0,2,0,0,0,6,11,0,5,5,0,8,0,21,3,6152
"Mandarin Chinese","Eurasia",6,0,6,0,3,0,8,12,5,5,2,2,5,36,0,7,4,0,14,0,5,0,0,0,0,14,2,10,2,0,12,0,20,7,7225
"Finnish","Eurasia",18,9,0,6,5,11,6,13,0,7,6,18,8,17,0,14,11,0,10,0,11,0,4,9,16,7,12,7,7,0,15,0,18,0,10264
"Somali","Africa",7,7,5,2,4,0,7,9,0,3,3,0,2,21,0,5,7,4,7,4,10,0,0,6,3,0,9,11,9,0,30,0,10,4,7197
"French","Eurasia",12,0,5,0,0,0,16,6,4,0,6,12,0,19,6,12,0,0,4,0,0,0,6,6,4,5,5,0,0,0,8,0,14,5,12023
"German","Eurasia",57,0,13,0,0,12,30,65,15,0,29,20,0,106,0,49,12,0,47,0,26,0,11,14,36,16,15,0,18,17,56,0,55,0,41354
"German","Eurasia",1,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,5446
"Irish","Eurasia",47,0,0,0,0,2,25,29,6,0,9,6,0,94,14,19,0,0,7,0,0,0,0,0,7,3,0,0,0,0,15,0,19,0,11487
"Irish","Eurasia",94,0,16,0,38,9,86,40,17,9,35,44,16,378,14,59,31,0,24,0,26,0,9,28,22,11,45,18,28,0,73,0,90,39,41192
"Irish","Eurasia",32,0,4,0,3,0,32,9,7,0,12,8,0,32,10,16,4,0,0,0,0,0,0,3,7,3,0,3,0,0,6,0,13,2,6454
"Irish","Eurasia",30,0,4,0,3,0,29,9,8,0,12,7,0,33,10,15,4,0,0,0,0,0,0,3,6,3,0,3,0,0,6,0,13,2,6392
"French","Eurasia",12,8,0,0,0,6,7,10,0,0,0,16,0,15,5,10,6,0,5,0,5,0,10,6,0,0,16,0,0,0,9,0,11,0,8668
"German","Eurasia",14,10,0,0,0,0,7,12,5,0,10,10,4,12,0,11,6,4,7,0,6,0,0,0,6,0,12,0,0,4,12,0,11,5,9266
"Spanish","Eurasia",8,9,6,4,6,0,12,11,4,0,5,10,0,24,0,15,6,0,5,0,0,0,6,4,0,4,28,0,8,0,16,0,10,0,9423
"Cebuano","Papunesia",8,0,0,0,0,3,13,10,2,0,0,2,7,51,0,0,0,0,10,0,0,0,0,0,2,13,2,6,8,0,19,0,10,4,7570
"French","Eurasia",15,0,0,0,0,0,35,17,0,0,9,25,0,37,9,35,10,0,10,0,9,0,8,9,24,8,13,0,0,0,24,0,25,0,23734
"French","Eurasia",12,0,6,0,0,4,41,14,4,0,11,16,0,54,15,28,6,0,6,0,0,0,0,0,15,8,0,0,0,0,29,0,41,0,18746
"Manipuri","Eurasia",20,0,9,5,20,6,13,6,5,0,5,21,0,59,0,17,5,5,8,0,13,0,8,13,22,0,8,0,0,6,28,0,10,0,16208
"Manipuri","Eurasia",23,0,12,0,13,14,16,10,8,0,9,31,0,96,0,40,12,7,0,0,23,0,11,18,34,0,14,0,0,9,45,0,14,0,25595
"Japanese","Eurasia",9,3,4,0,3,12,22,42,0,5,7,13,0,90,3,31,5,0,22,0,0,0,0,0,21,9,8,3,0,0,36,0,18,0,19438
"Ga","Africa",2,8,0,1,0,0,0,9,2,0,0,6,1,19,1,2,4,0,6,0,1,0,0,2,4,2,9,2,2,2,10,2,5,3,5208
"Gujarati","Eurasia",16,5,0,0,11,9,6,36,6,4,8,19,0,156,0,13,8,0,0,0,12,0,6,7,16,5,9,0,0,0,48,0,28,0,19370
"Italian","Eurasia",34,17,0,0,37,15,45,108,0,0,20,31,10,113,0,48,18,0,39,12,34,0,15,21,40,16,100,12,37,12,90,0,77,16,42411
"Nepali","Eurasia",23,14,8,0,15,0,25,23,8,32,12,8,22,66,0,24,12,15,0,0,7,0,0,8,8,10,7,31,20,0,32,0,25,8,19852
"Gedaged","Papunesia",4,0,0,0,11,6,5,9,3,0,0,6,2,40,0,2,0,4,9,1,1,0,0,0,4,3,0,2,6,0,18,2,16,0,7740
"Welsh","Eurasia",38,17,5,0,0,0,48,36,8,4,23,41,13,46,9,47,35,0,7,5,10,0,8,15,18,0,0,0,0,0,32,0,40,0,20066
"Welsh","Eurasia",13,4,0,0,0,0,4,10,3,0,6,5,2,22,0,10,11,3,4,0,0,0,2,5,6,0,0,0,0,0,13,0,18,0,6617
"Welsh","Eurasia",19,5,0,0,0,3,5,8,3,0,10,14,9,15,0,13,14,7,3,4,6,0,0,4,5,3,0,0,0,0,16,3,16,0,8277
"Japanese","Eurasia",4,2,0,0,0,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,2,0,0,0,4,0,3,0,0,0,0,0,0,0,5778
"Mandarin Chinese","Eurasia",26,6,10,0,12,0,27,57,20,7,21,10,8,90,0,20,16,12,31,0,19,0,0,9,14,24,17,16,26,0,43,0,32,17,22990
"French","Eurasia",6,0,3,2,0,3,4,7,0,0,0,7,0,22,7,5,0,0,0,0,2,0,4,13,10,0,7,0,0,0,0,0,10,2,12257
"French","Eurasia",3,0,0,0,0,0,3,4,0,0,0,7,0,14,3,6,0,0,0,0,0,0,2,8,6,0,6,0,0,0,0,0,3,2,9822
"German","Eurasia",26,0,5,0,0,6,11,12,0,0,5,10,11,29,7,15,0,0,11,0,8,0,6,8,9,4,11,0,0,7,21,0,14,0,13827
"German","Eurasia",22,0,10,0,0,0,20,17,10,0,10,14,0,44,0,25,8,0,15,0,10,0,7,9,12,5,15,0,5,0,29,0,34,0,13260
"Spanish","Eurasia",39,34,17,23,38,33,54,166,0,17,20,45,0,187,0,47,40,0,56,48,46,0,32,0,49,47,138,17,47,19,133,0,91,15,61024
"Welsh","Eurasia",14,4,0,0,3,0,16,11,4,0,5,11,4,32,0,23,15,10,5,0,4,0,0,12,9,0,5,0,4,3,31,0,37,0,9505
"Norwegian","Eurasia",22,6,5,8,0,0,11,24,0,7,7,12,7,28,6,18,10,6,18,0,15,0,0,0,26,11,11,0,7,0,15,0,17,0,19086
"Norwegian","Eurasia",24,6,0,8,0,5,12,24,0,7,6,10,6,31,6,19,9,0,17,0,15,0,0,0,22,11,10,0,7,0,14,0,18,0,18767
"Norwegian","Eurasia",24,8,5,7,0,0,10,24,0,7,6,11,8,32,6,25,12,0,12,0,15,0,0,0,22,11,11,0,0,0,16,0,17,0,18881
"Afrikaans","Africa",12,0,5,0,0,8,13,11,8,7,9,8,9,25,0,21,15,0,14,0,15,0,6,5,7,0,19,5,6,5,14,0,18,0,13063
"French","Eurasia",9,5,3,0,0,0,9,7,5,0,5,15,0,12,6,15,4,0,0,0,0,0,0,6,6,3,7,0,4,0,8,0,5,5,8987
"German","Eurasia",22,0,5,0,0,0,9,114,0,0,10,13,8,36,4,35,7,5,9,0,4,0,5,9,8,5,12,0,5,7,26,0,13,0,11669
"Italian","Eurasia",4,2,3,0,0,0,20,3,4,0,4,7,2,15,0,17,5,2,3,0,5,0,0,3,0,0,6,0,2,0,11,0,10,0,5151
"French","Eurasia",8,6,4,0,0,0,6,6,0,0,0,10,0,19,5,12,4,0,4,0,4,0,6,7,11,0,15,0,0,0,7,0,7,5,9424
"Latin","Eurasia",15,0,5,0,0,0,0,8,4,0,8,15,4,22,3,13,5,0,7,0,0,0,4,13,10,4,3,0,0,0,11,0,11,4,8748
"Spanish","Eurasia",8,0,6,0,0,0,18,10,4,0,6,18,3,23,3,19,5,0,0,0,0,0,5,4,0,7,4,0,5,0,13,0,8,0,8164
"Korean","Eurasia",30,6,0,0,9,0,20,36,8,11,4,11,6,113,0,18,3,8,34,4,8,0,5,0,7,32,20,18,18,10,52,0,40,10,20645
"Korean","Eurasia",123,26,0,29,52,61,55,167,0,0,26,34,0,345,22,36,0,0,115,24,61,0,0,30,71,59,63,0,36,0,127,28,104,51,94931
"Mandarin Chinese","Eurasia",50,29,0,0,42,19,34,219,23,19,28,47,26,345,17,80,23,0,110,31,31,0,0,0,51,52,27,17,21,0,119,0,67,38,72602
"Mandarin Chinese","Eurasia",14,0,0,0,0,0,0,2,0,0,0,2,0,11,0,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8849
"Mandarin Chinese","Eurasia",18,12,8,0,10,0,15,90,11,9,14,10,7,99,0,41,7,0,14,9,14,0,0,8,12,25,8,8,9,0,38,0,41,23,23631
"Mandarin Chinese","Eurasia",9,9,4,0,5,3,11,39,10,8,7,9,7,44,0,21,4,0,12,0,7,0,0,5,8,13,7,7,5,0,18,3,22,9,11276
"Mandarin Chinese","Eurasia",6,5,4,0,10,0,8,62,7,0,0,8,5,103,0,20,0,0,19,0,6,0,0,0,6,18,10,0,5,0,28,0,8,14,20317
"Mandarin Chinese","Eurasia",44,23,0,0,19,0,18,126,16,0,17,39,17,209,0,56,16,0,56,19,19,0,0,12,48,34,20,0,21,0,59,0,41,21,43145
"Mandarin Chinese","Eurasia",7,0,6,0,8,0,8,19,6,5,7,0,0,52,0,10,3,0,11,0,5,0,0,0,2,13,6,23,10,0,19,2,10,11,8321
"Mandarin Chinese","Eurasia",34,37,0,0,34,0,55,262,49,35,33,43,21,406,0,84,22,19,107,43,35,0,0,26,56,102,37,40,99,0,160,0,127,49,71721
"French","Eurasia",7,7,5,5,4,0,6,42,0,0,5,9,0,8,6,6,7,0,8,3,10,0,5,6,12,0,19,0,5,0,16,0,8,4,11414
"Portuguese","Eurasia",9,8,0,8,15,5,6,39,0,8,10,8,0,31,5,7,7,0,14,7,13,0,5,5,8,7,37,5,0,0,25,0,8,0,13287
"Italian","Eurasia",9,6,0,8,11,10,9,38,0,6,5,11,0,45,8,5,0,0,11,5,16,0,6,0,14,5,27,0,8,0,30,0,0,0,12919
"German","Eurasia",27,14,0,12,9,15,13,55,0,0,14,18,0,48,9,19,11,0,21,14,16,0,10,7,20,7,22,0,8,8,20,0,20,6,22247
"Spanish","Eurasia",16,11,0,10,19,17,18,67,0,10,11,22,13,80,0,19,20,7,20,16,17,0,20,0,17,15,68,8,16,8,62,0,47,8,24663
"French","Eurasia",17,10,6,5,13,7,10,40,0,8,6,16,0,26,6,13,7,0,27,5,19,0,15,10,15,7,40,0,8,0,22,0,19,5,20517
"French","Eurasia",16,9,9,6,6,8,6,31,0,6,0,10,0,25,0,11,6,0,13,0,19,0,9,11,11,0,29,0,7,0,12,0,18,5,16546
"French","Eurasia",118,34,21,27,43,86,46,192,0,27,35,51,21,226,24,42,20,0,105,54,79,0,23,50,89,25,99,0,31,0,153,0,72,0,99300
"French","Eurasia",81,30,15,0,33,51,31,142,0,22,39,46,0,142,0,27,16,0,84,19,37,0,17,26,50,21,91,12,20,18,104,0,45,0,64508
"French","Eurasia",57,15,0,11,26,18,23,76,0,15,18,28,0,87,0,35,9,0,37,15,27,0,18,25,44,13,68,0,18,14,38,0,32,10,46074
