"langname","area","active","alert","attentive","enthusiastic","excited","interested","proud","happy","joyful","delighted","cheerful","lively","energetic","strong","confident","bold","daring","fearless","afraid","scared","nervous","jittery","irritable","hostile","guilty","ashamed","upset","distressed","frightened","shaky","angry","disgusted","sad","lonely","dictsize"
"German","Eurasia",39,0,0,0,0,0,32,35,11,0,22,14,0,82,13,38,12,0,31,0,20,0,11,10,21,9,9,0,9,0,46,0,67,0,30579
"Tibetan","Eurasia",9,0,12,0,0,0,21,66,7,10,25,0,0,55,7,7,7,14,36,0,0,0,0,12,6,10,5,0,16,0,47,5,10,9,24927
"Tibetan","Eurasia",0,0,0,0,1,8,5,38,0,2,1,1,4,39,0,2,0,1,12,7,5,0,0,2,7,2,5,0,7,2,26,0,25,3,6657
"Tibetan","Eurasia",9,7,7,3,4,0,6,45,10,0,0,4,3,34,0,0,0,7,10,15,11,3,0,3,0,7,5,0,9,4,32,0,27,0,17023
"Tibetan","Eurasia",15,9,7,3,4,4,9,23,7,5,7,0,0,23,0,4,4,4,7,0,0,0,0,4,6,7,8,4,9,0,11,0,4,4,9953
"Vietnamese","Eurasia",2,0,0,0,0,0,10,11,0,5,0,0,0,22,0,6,0,0,3,0,6,0,0,0,4,2,5,2,0,2,6,0,0,2,7459
"Tigrinya","Africa",10,14,16,0,6,5,68,34,0,0,18,23,0,138,0,20,14,0,46,10,0,0,12,10,12,0,42,21,42,0,97,0,37,11,19189
"Tikopia","Papunesia",14,2,0,0,3,0,0,2,0,0,0,0,0,72,0,0,0,0,44,0,2,0,0,0,0,21,5,0,4,0,62,2,4,0,16486
"Vietnamese","Eurasia",6,1,1,0,0,1,11,7,5,2,1,6,0,21,0,5,4,2,25,7,0,0,0,0,15,8,8,0,8,1,21,0,23,9,5275
"Vietnamese","Eurasia",43,42,11,23,0,16,32,40,0,0,31,36,23,108,28,35,11,0,16,0,32,0,32,17,0,0,67,0,0,16,20,0,40,0,27423
"Vietnamese","Eurasia",31,9,0,15,0,10,21,53,0,0,23,12,0,122,0,31,7,8,26,0,9,0,0,14,14,29,22,0,34,0,33,10,71,24,28225
"Vietnamese","Eurasia",19,3,0,8,0,0,7,11,0,0,12,6,0,47,0,15,0,0,11,0,4,0,0,0,3,15,9,0,9,0,16,0,27,11,9718
"Vietnamese","Eurasia",30,7,0,12,0,0,16,38,0,0,18,0,0,106,0,29,0,0,24,0,0,0,0,10,10,20,25,0,25,0,34,8,70,18,22935
"Tlingit","North America",24,8,0,0,1,0,7,16,0,0,0,9,3,29,2,1,0,0,10,9,0,0,0,0,9,7,10,0,9,0,10,0,13,0,5375
"Niuean","Papunesia",36,22,0,0,12,9,23,31,7,0,0,0,0,66,5,0,0,0,19,23,0,0,0,0,6,15,13,8,29,0,59,6,26,5,18316
"Tonga","Papunesia",4,8,0,9,8,4,14,20,6,0,4,13,6,94,5,10,5,0,14,0,15,0,4,5,23,11,11,0,6,6,46,0,4,0,15484
"Mandarin Chinese","Eurasia",31,0,11,0,12,0,32,65,21,7,23,11,8,102,0,18,19,11,31,0,20,0,0,10,15,27,19,21,28,0,47,0,38,17,25624
"Turkish","Eurasia",35,10,0,18,64,41,41,81,15,29,22,15,13,85,18,41,0,0,13,0,23,0,0,19,40,39,34,0,23,0,64,12,36,14,32317
"Chuukese","Papunesia",2,2,1,0,3,0,7,13,3,5,6,0,5,19,0,2,0,0,12,0,0,0,0,0,5,15,4,2,1,0,27,5,7,4,6554
"Chuukese","Papunesia",6,14,7,4,13,0,10,24,9,10,8,0,6,53,0,14,2,0,16,10,0,0,0,0,5,21,14,6,10,0,21,7,16,8,13381
"Mandarin Chinese","Eurasia",5,0,2,0,0,0,6,7,2,3,3,2,0,22,0,0,0,0,8,0,0,0,0,4,3,7,6,2,2,0,3,0,5,5,5230
"Mandarin Chinese","Eurasia",50,27,17,0,0,0,43,82,16,14,23,21,11,144,0,37,17,10,42,25,37,0,15,8,15,55,18,68,14,0,76,0,59,47,42562
"Swahili","Africa",7,6,5,0,5,2,7,13,3,0,14,0,3,29,0,5,0,0,3,0,1,0,0,0,3,6,2,0,0,2,11,2,1,0,5547
"Tulu","Eurasia",6,4,4,0,2,0,24,15,2,4,2,0,0,59,3,8,0,2,9,0,2,0,2,0,6,3,12,10,4,0,19,7,1,0,9714
"Turkish","Eurasia",38,4,0,5,9,2,9,13,3,0,3,5,2,35,0,12,9,7,6,0,0,0,3,3,6,9,2,3,5,0,24,3,12,4,6578
"Turkish","Eurasia",17,4,0,0,7,3,11,20,6,0,0,10,2,32,2,5,5,3,10,0,3,0,0,0,0,4,0,2,7,0,28,6,14,3,6035
"Mandarin Chinese","Eurasia",3,6,0,6,6,14,5,59,10,11,0,5,6,60,0,11,4,2,15,0,2,0,0,4,0,5,2,0,2,0,32,4,11,6,10117
"Indonesian","Papunesia",11,7,0,6,0,9,11,26,0,0,6,6,4,19,0,4,0,0,4,8,15,0,0,3,3,3,8,0,0,0,20,0,11,4,7431
"Tuvalu","Papunesia",9,8,0,5,3,0,13,31,0,0,0,4,5,19,0,10,0,0,9,4,5,0,2,2,9,4,18,0,2,0,26,0,8,0,6695
"Afrikaans","Africa",13,6,0,5,9,9,10,25,0,8,0,8,0,62,4,3,3,0,10,7,3,0,0,3,19,7,20,3,6,8,17,8,10,2,12576
"Vietnamese","Eurasia",29,9,0,13,0,9,21,44,0,0,22,11,0,115,0,31,7,0,24,0,0,0,0,11,12,28,23,0,33,0,33,10,70,21,27752
"Latin","Eurasia",26,0,7,0,9,0,21,26,12,7,11,15,0,91,7,28,7,3,24,7,0,0,0,10,22,15,0,7,0,0,34,0,17,8,19071
"Latin","Eurasia",8,0,2,0,0,0,12,5,2,0,3,7,0,21,0,4,2,3,7,0,0,0,0,3,9,3,0,2,0,0,14,0,9,2,6881
"Hindi","Eurasia",8,3,3,0,2,0,5,7,0,6,3,0,0,12,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,8,0,0,0,5528
"Quebec-Labrador Inuktitut","North America",15,4,4,4,3,6,14,24,15,8,0,3,0,46,0,2,0,4,13,9,10,0,3,2,2,15,2,2,16,0,46,14,21,0,10901
"Urdu","Eurasia",28,10,11,0,23,10,51,62,0,11,9,23,0,152,0,46,0,13,11,0,0,0,0,0,12,32,15,9,11,0,67,16,32,10,30221
"Dutch","Eurasia",9,0,5,5,0,6,8,4,5,0,10,6,6,21,0,12,6,4,9,0,7,0,0,0,9,5,13,0,4,0,19,0,12,0,7340
"French","Eurasia",12,6,5,0,10,10,8,32,0,9,7,12,5,34,8,11,5,0,18,6,6,0,16,13,11,0,36,0,6,7,12,5,15,6,15397
"Czech","Eurasia",17,3,0,3,0,0,95,16,0,0,3,0,0,34,0,6,0,0,6,3,5,0,0,4,11,0,0,0,0,0,10,0,25,4,18260
"Venda","Africa",8,9,0,2,5,0,0,7,4,0,0,0,0,66,0,0,0,0,11,3,5,0,0,8,27,16,28,4,0,4,43,8,0,0,16336
"Filipino","Papunesia",20,12,6,5,5,5,10,19,0,5,4,7,0,91,3,6,4,0,12,9,4,0,4,4,5,7,0,0,15,7,27,8,28,22,15435
"Vietnamese","Eurasia",15,14,0,0,4,0,11,24,5,0,5,7,0,71,5,12,8,5,40,6,0,0,0,6,6,11,16,0,27,6,43,0,27,17,16815
"Vietnamese","Eurasia",8,5,0,15,11,0,13,61,0,8,0,4,0,92,0,14,0,0,22,27,9,0,0,0,5,22,12,15,17,4,49,0,53,12,18042
"Vietnamese","Eurasia",16,8,4,8,10,6,14,31,4,0,0,10,0,46,3,12,15,0,17,14,5,0,0,4,3,17,13,3,11,0,20,0,32,14,11714
"Vietnamese","Eurasia",9,4,3,0,0,3,18,9,5,0,3,11,0,24,0,8,3,3,19,8,3,0,0,0,5,9,4,0,4,3,19,3,23,6,5953
"Vietnamese","Eurasia",8,4,3,0,0,3,17,9,6,0,4,11,0,24,0,8,5,3,19,7,3,0,0,0,4,9,4,2,4,3,19,2,22,6,6034
"Vietnamese","Eurasia",7,0,0,10,3,0,15,28,3,7,7,9,0,72,3,16,3,0,27,17,6,0,0,4,6,18,9,4,20,6,31,0,30,20,11694
"Pampanga","Papunesia",1930,3,2,0,2,0,7,13,3,3,0,2,0,58,3,4,11,0,16,6,0,0,0,0,9,11,8,2,13,0,26,6,8,0,15344
"Spanish","Eurasia",26,23,0,12,29,24,24,71,0,16,15,30,0,107,12,31,26,0,36,26,28,0,25,0,27,18,91,13,30,14,84,0,52,14,35147
"Spanish","Eurasia",0,9,0,6,13,6,7,18,0,5,6,12,0,23,3,9,10,0,8,0,7,0,6,0,7,9,24,4,10,0,25,0,14,4,10160
"Spanish","Eurasia",19,11,0,0,9,0,30,17,11,0,9,35,0,56,0,27,17,0,9,0,7,0,23,7,11,11,40,0,7,0,42,0,25,7,21590
"Spanish","Eurasia",39,13,0,0,13,0,43,24,11,0,13,47,0,109,0,45,25,0,17,0,14,0,34,11,14,15,44,0,0,0,66,0,38,0,36182
"Japanese","Eurasia",12,0,2,8,14,21,10,86,0,10,23,7,3,25,12,0,2,0,49,10,20,0,2,3,12,15,6,0,12,0,36,10,24,12,10682
"Mandarin Chinese","Eurasia",12,0,5,4,13,20,12,76,0,10,16,7,0,89,8,17,0,0,47,9,12,0,0,0,25,8,18,0,13,0,51,0,38,6,18110
"Mandarin Chinese","Eurasia",24,16,11,0,20,0,19,117,13,11,21,34,13,161,0,55,16,0,47,20,18,0,0,12,42,25,20,13,13,0,46,0,33,21,34583
"Waray","Papunesia",57,9,5,0,5,0,13,28,0,0,0,10,4,52,0,12,0,0,16,5,9,0,8,0,5,17,6,0,12,0,34,9,20,8,14456
"French","Eurasia",5,10,6,7,6,4,6,44,0,0,7,11,0,9,5,7,6,0,8,7,13,0,7,7,13,4,19,0,6,4,23,0,9,5,12593
"Spanish","Eurasia",0,5,0,6,11,7,8,23,0,0,5,16,5,23,0,9,12,6,8,5,10,0,6,0,11,7,24,0,7,0,25,0,21,0,12368
"Spanish","Eurasia",8,8,0,11,11,5,29,19,0,0,10,12,6,46,0,26,11,5,8,9,7,0,7,5,9,8,43,0,6,0,34,0,21,6,15031
"Welsh","Eurasia",17,6,2,0,0,1,0,6,0,0,0,15,5,13,0,0,17,4,2,5,0,0,0,3,0,0,0,1,1,0,10,0,13,1,5499
"Welsh","Eurasia",17,6,2,0,0,1,0,6,0,0,0,15,6,13,0,0,17,5,2,5,0,0,2,3,0,0,0,0,0,0,11,0,12,1,5836
"Welsh","Eurasia",10,0,3,0,0,0,14,16,3,0,5,38,3,34,0,15,7,0,9,0,0,0,3,6,0,3,0,0,0,3,23,0,38,4,8023
"Swedish","Eurasia",7,0,3,0,0,0,10,4,4,0,3,8,3,16,0,23,8,0,3,0,3,0,0,0,10,4,0,3,0,0,23,0,25,3,7973
"Hmong Njua","Eurasia",3,3,0,0,0,4,10,7,0,0,0,0,6,7,0,4,0,0,18,3,0,0,0,0,3,5,5,6,6,0,21,0,0,11,6319
"Polish","Eurasia",69,30,0,14,27,62,34,129,0,0,23,40,0,143,0,22,0,0,65,41,25,0,0,26,44,16,56,12,26,0,76,14,59,20,45489
"Polish","Eurasia",3,0,0,0,0,4,4,14,0,0,0,0,0,16,0,8,2,0,4,0,0,0,0,0,7,2,3,3,4,0,12,2,8,0,7363
"Polish","Eurasia",3,0,0,0,0,0,2,3,0,0,0,0,0,10,0,4,0,0,0,1,0,0,0,0,3,0,0,0,2,1,7,0,24,0,5541
"Spanish","Eurasia",18,14,0,9,16,0,38,29,0,0,12,18,10,75,0,36,19,0,16,17,24,0,17,0,22,14,92,0,17,0,52,0,24,0,33635
"Tamil","Eurasia",42,0,7,0,14,0,47,27,12,0,22,8,0,139,0,22,20,0,21,0,0,0,9,16,13,7,7,38,16,0,76,10,16,0,41766
"Woleaian","Papunesia",25,0,0,4,24,10,18,43,0,0,0,5,0,83,10,4,4,0,24,40,7,0,0,5,4,10,7,0,33,0,32,0,17,15,10806
"Spanish","Eurasia",5,11,0,0,0,0,6,3,0,0,0,4,0,14,0,8,5,0,6,3,7,0,2,0,4,0,5,0,3,3,4,0,3,4,6587
"French","Eurasia",13,10,0,0,0,6,5,11,0,0,0,17,0,15,5,7,5,0,5,0,5,0,9,6,0,0,15,0,0,0,9,0,9,0,7755
"German","Eurasia",58,0,13,0,0,12,28,67,15,0,29,20,0,105,17,51,12,0,47,0,25,0,11,14,37,16,15,0,18,17,56,0,55,0,41360
"Mandarin Chinese","Eurasia",6,8,4,3,8,0,9,21,3,2,3,7,4,46,3,9,7,5,8,8,7,0,0,5,6,5,6,6,6,0,20,2,10,5,8298
"Mandarin Chinese","Eurasia",45,25,12,0,17,0,19,141,18,13,21,27,21,182,0,63,18,0,45,17,26,0,0,12,57,35,18,17,23,0,47,0,41,23,42862
"Mandarin Chinese","Eurasia",72,24,0,0,29,0,30,232,27,0,36,60,25,454,0,91,25,0,95,36,66,0,0,0,58,70,49,25,35,0,107,0,91,46,97121
"Mandarin Chinese","Eurasia",7,5,4,3,2,0,5,7,5,3,5,5,0,28,2,4,6,5,13,0,4,0,0,7,3,5,6,4,9,0,16,0,17,8,6713
"Mandarin Chinese","Eurasia",7,0,8,0,8,0,9,22,13,5,8,0,0,52,0,11,2,0,12,0,5,0,0,2,2,13,6,23,11,0,19,0,8,10,8974
"Mandarin Chinese","Eurasia",36,22,15,11,18,10,12,118,17,14,20,24,18,156,0,44,15,11,54,15,26,0,0,14,46,24,18,11,26,0,49,0,27,18,34225
"Mandarin Chinese","Eurasia",92,67,0,0,48,39,68,410,45,0,51,57,37,594,0,136,44,0,212,110,74,0,0,0,141,113,101,40,67,0,165,0,193,70,131097
"Mandarin Chinese","Eurasia",87,45,0,0,55,31,52,297,33,0,64,40,0,524,0,129,33,0,123,64,48,0,0,32,104,100,58,0,58,0,133,0,136,63,110998
"Mandarin Chinese","Eurasia",3,5,5,4,5,30,10,34,0,10,7,6,0,49,4,16,0,0,62,15,22,0,1,1,18,15,8,5,19,0,43,3,9,8,13825
"Mandarin Chinese","Eurasia",18,3,0,4,5,18,7,34,0,3,8,5,4,29,1,6,0,0,17,5,5,0,0,0,4,5,1,0,5,0,23,0,15,3,9367
"Yakan","Papunesia",6,2,0,0,4,0,10,25,7,0,0,0,3,125,0,31,2,0,48,5,3,0,3,0,4,20,14,5,14,3,73,0,7,4,16636
"Yámana","South America",14,5,0,0,7,0,19,47,0,3,4,3,11,117,2,17,0,9,41,0,5,0,0,0,4,10,5,0,23,0,117,0,7,2,14356
"Yao","Africa",0,3,1,0,3,6,0,5,1,0,0,1,0,14,2,11,2,0,13,0,1,0,0,0,4,3,9,3,4,3,14,0,6,3,5519
"Turkish","Eurasia",20,3,3,0,10,7,15,24,15,0,5,4,4,29,4,5,4,0,3,0,6,0,0,0,3,6,0,0,9,0,34,9,18,4,8501
"Welsh","Eurasia",9,0,0,0,0,0,10,20,3,0,4,38,0,36,0,9,7,6,9,0,0,0,0,6,4,3,0,0,0,3,37,0,26,4,7140
"Western Yiddish","Eurasia",9,0,2,5,2,0,17,10,6,6,3,8,0,13,0,2,0,0,9,0,0,0,0,0,9,3,8,0,3,0,12,0,3,1,5871
"Mandarin Chinese","Eurasia",26,4,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,41,131,0,6,2,0,0,0,0,0,0,31497
"Mandarin Chinese","Eurasia",14,0,5,0,3,8,15,29,2,5,9,3,0,50,3,10,0,0,21,2,7,0,0,4,13,7,2,4,5,0,21,0,6,4,9557
"Mandarin Chinese","Eurasia",12,4,0,2,0,3,11,26,0,0,4,0,0,35,0,19,0,0,19,0,5,0,0,3,10,3,4,2,5,0,16,0,15,0,10762
"Mandarin Chinese","Eurasia",7,0,5,2,3,0,12,22,9,2,4,1,3,32,0,5,0,0,9,1,1,0,0,5,3,12,0,5,4,0,22,0,8,8,7860
"Korean","Eurasia",13,3,2,0,0,3,11,29,0,0,5,6,0,42,0,10,0,0,10,0,10,0,0,4,8,0,3,0,0,0,12,0,21,0,12039
"Mandarin Chinese","Eurasia",14,3,0,0,2,4,12,20,0,3,4,0,0,29,2,9,0,0,10,6,9,0,0,0,8,3,0,0,7,0,20,0,12,7,9409
"Cantonese","Eurasia",3,3,8,0,0,0,6,9,8,4,3,0,0,19,4,5,0,0,11,0,0,0,1,0,4,11,6,4,0,0,10,0,4,5,7086
"Japanese","Eurasia",38,10,0,6,20,31,28,83,0,15,13,14,0,113,12,20,0,0,47,15,27,0,0,0,40,15,29,0,14,0,49,0,44,7,25106
"Zande","Africa",3,7,0,0,0,0,12,5,3,0,3,0,2,16,0,5,7,0,7,0,4,0,0,0,4,3,7,0,5,4,22,0,3,0,5180
"Mandarin Chinese","Eurasia",26,14,10,0,9,11,14,102,14,9,18,21,11,116,0,28,14,0,32,9,13,0,0,9,32,20,15,10,16,0,31,0,24,13,30240
"Mandarin Chinese","Eurasia",8,0,0,0,6,3,5,32,0,5,0,4,3,45,3,11,4,5,8,2,2,0,0,3,5,6,0,0,4,3,16,0,7,0,12492
"Mandarin Chinese","Eurasia",6,0,0,0,2,5,11,24,0,0,3,3,0,21,0,5,0,0,17,0,9,0,0,0,11,0,3,0,4,0,21,0,5,10,6269
"Mandarin Chinese","Eurasia",6,7,4,3,8,0,9,23,3,2,3,7,4,45,3,9,8,5,6,8,7,0,0,5,6,5,6,6,6,0,19,2,10,6,8246
"Mandarin Chinese","Eurasia",48,27,17,0,8,0,43,77,17,13,24,16,12,143,0,31,20,9,41,24,36,0,15,8,16,59,17,71,12,0,73,0,59,42,42327
"Mandarin Chinese","Eurasia",28,8,24,0,19,0,37,109,29,10,27,15,12,154,0,49,19,10,70,0,14,0,0,0,7,61,25,27,44,0,63,0,65,14,33300
"Mandarin Chinese","Eurasia",50,30,19,0,0,0,44,93,15,15,24,19,10,143,0,34,20,11,42,27,36,0,15,0,15,55,21,71,15,0,83,0,61,45,43227
"Mandarin Chinese","Eurasia",22,25,0,14,19,21,39,112,30,19,16,17,12,147,0,36,0,13,59,42,18,13,12,15,30,48,0,29,40,0,103,0,83,28,40090
"Mandarin Chinese","Eurasia",7,3,0,2,8,3,5,23,0,0,7,11,0,48,2,3,3,0,8,0,10,0,4,2,8,3,5,0,0,3,14,0,11,2,7590
"Zulu","Africa",22,18,0,7,52,6,30,37,10,6,0,16,56,224,0,19,5,8,19,0,46,0,18,0,24,11,32,0,7,16,69,9,0,6,29738
"Zulu","Africa",5,1,1,0,6,0,3,9,2,2,2,0,3,87,5,4,4,0,6,0,7,0,3,3,3,4,2,5,7,4,39,8,2,0,10042
"Zulu","Africa",22,17,0,7,52,6,30,37,10,6,0,16,56,225,0,19,5,8,19,0,46,0,18,0,24,11,32,0,7,16,68,9,0,6,29682
